sample,alias,SRASample,BioSample,SRAStudy,study,NCBI_taxon_ID,NCBI_taxon_name,ORFs_filenames,Assemblies_filenames
T2D-050,T2D-109A,SRS294935,SAMN00792024,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-109A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-109A.scaftig.more500.corrected.break.fa
T2D-051,T2D-113A,SRS294939,SAMN00792028,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-113A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-113A.scaftig.more500.corrected.break.fa
T2D-052,T2D-122A,SRS294945,SAMN00792034,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-122A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-122A.scaftig.more500.corrected.break.fa
T2D-053,T2D-126A,SRS294947,SAMN00792036,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-126A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-126A.scaftig.more500.corrected.break.fa
T2D-054,T2D-132A,SRS294951,SAMN00792040,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-132A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-132A.scaftig.more500.corrected.break.fa
T2D-055,T2D-139A,SRS294955,SAMN00792044,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-139A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-139A.scaftig.more500.corrected.break.fa
T2D-056,T2D-140A,SRS294957,SAMN00792046,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-140A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-140A.scaftig.more500.corrected.break.fa
T2D-057,T2D-148A,SRS294962,SAMN00792051,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-148A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-148A.scaftig.more500.corrected.break.fa
T2D-058,T2D-14A,SRS294964,SAMN00792053,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-14A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-14A.scaftig.more500.corrected.break.fa
T2D-059,T2D-154A,SRS294966,SAMN00792055,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-154A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-154A.scaftig.more500.corrected.break.fa
T2D-060,T2D-176A,SRS294974,SAMN00792063,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-176A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-176A.scaftig.more500.corrected.break.fa
T2D-062,T2D-26A,SRS294991,SAMN00792080,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-26A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-26A.scaftig.more500.corrected.break.fa
T2D-063,T2D-29A,SRS294992,SAMN00792081,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-29A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-29A.scaftig.more500.corrected.break.fa
T2D-064,T2D-33A,SRS294995,SAMN00792084,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-33A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-33A.scaftig.more500.corrected.break.fa
T2D-065,T2D-48A,SRS295002,SAMN00792091,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-48A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-48A.scaftig.more500.corrected.break.fa
T2D-066,T2D-51A,SRS295004,SAMN00792093,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-51A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-51A.scaftig.more500.corrected.break.fa
T2D-067,T2D-63A,SRS295013,SAMN00792102,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-63A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-63A.scaftig.more500.corrected.break.fa
T2D-068,T2D-78A,SRS295022,SAMN00792111,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-78A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-78A.scaftig.more500.corrected.break.fa
T2D-069,T2D-87A,SRS295025,SAMN00792114,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-87A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-87A.scaftig.more500.corrected.break.fa
T2D-070,T2D-91A,SRS295027,SAMN00792116,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-91A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-91A.scaftig.more500.corrected.break.fa
T2D-071,ED50A,SRS294829,SAMN00791918,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,ED50A.scaftig.more500.corrected.break.fa.more500.more100.fa,ED50A.scaftig.more500.corrected.break.fa
T2D-072,T2D-110A,SRS294937,SAMN00792026,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-110A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-110A.scaftig.more500.corrected.break.fa
T2D-073,T2D-112A,SRS294938,SAMN00792027,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-112A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-112A.scaftig.more500.corrected.break.fa
T2D-074,T2D-118A,SRS294941,SAMN00792030,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-118A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-118A.scaftig.more500.corrected.break.fa
T2D-075,T2D-11A,SRS294942,SAMN00792031,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-11A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-11A.scaftig.more500.corrected.break.fa
T2D-076,T2D-120A,SRS294943,SAMN00792032,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-120A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-120A.scaftig.more500.corrected.break.fa
T2D-077,T2D-123A,SRS294946,SAMN00792035,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-123A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-123A.scaftig.more500.corrected.break.fa
T2D-078,T2D-12A,SRS294950,SAMN00792039,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-12A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-12A.scaftig.more500.corrected.break.fa
T2D-079,T2D-133A,SRS294952,SAMN00792041,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-133A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-133A.scaftig.more500.corrected.break.fa
T2D-080,T2D-134A,SRS294953,SAMN00792042,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-134A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-134A.scaftig.more500.corrected.break.fa
T2D-081,T2D-13A,SRS294956,SAMN00792045,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-13A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-13A.scaftig.more500.corrected.break.fa
T2D-082,T2D-142A,SRS294958,SAMN00792047,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-142A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-142A.scaftig.more500.corrected.break.fa
T2D-083,T2D-144A,SRS294960,SAMN00792049,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-144A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-144A.scaftig.more500.corrected.break.fa
T2D-084,T2D-150A,SRS294965,SAMN00792054,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-150A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-150A.scaftig.more500.corrected.break.fa
T2D-085,T2D-15A,SRS294970,SAMN00792059,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-15A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-15A.scaftig.more500.corrected.break.fa
T2D-086,T2D-163A,SRS294971,SAMN00792060,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-163A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-163A.scaftig.more500.corrected.break.fa
T2D-087,T2D-177A,SRS294975,SAMN00792064,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-177A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-177A.scaftig.more500.corrected.break.fa
T2D-088,T2D-17A,SRS294977,SAMN00792066,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-17A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-17A.scaftig.more500.corrected.break.fa
T2D-089,T2D-19A,SRS294984,SAMN00792073,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-19A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-19A.scaftig.more500.corrected.break.fa
T2D-090,T2D-22A,SRS294989,SAMN00792078,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-22A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-22A.scaftig.more500.corrected.break.fa
T2D-091,T2D-25A,SRS294990,SAMN00792079,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-25A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-25A.scaftig.more500.corrected.break.fa
T2D-092,T2D-31A,SRS294994,SAMN00792083,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-31A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-31A.scaftig.more500.corrected.break.fa
T2D-093,T2D-34A,SRS294996,SAMN00792085,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-34A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-34A.scaftig.more500.corrected.break.fa
T2D-094,T2D-41A,SRS294998,SAMN00792087,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-41A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-41A.scaftig.more500.corrected.break.fa
T2D-095,T2D-46A,SRS333664,SAMN00993239,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-46A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-46A.scaftig.more500.corrected.break.fa
T2D-096,T2D-47A,SRS295001,SAMN00792090,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-47A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-47A.scaftig.more500.corrected.break.fa
T2D-097,T2D-49A,SRS295003,SAMN00792092,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-49A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-49A.scaftig.more500.corrected.break.fa
T2D-098,T2D-52A,SRS295005,SAMN00792094,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-52A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-52A.scaftig.more500.corrected.break.fa
T2D-099,T2D-57A,SRS295009,SAMN00792098,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-57A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-57A.scaftig.more500.corrected.break.fa
T2D-100,T2D-59A,SRS295010,SAMN00792099,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-59A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-59A.scaftig.more500.corrected.break.fa
T2D-101,T2D-61A,SRS295011,SAMN00792100,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-61A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-61A.scaftig.more500.corrected.break.fa
T2D-102,T2D-62A,SRS295012,SAMN00792101,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-62A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-62A.scaftig.more500.corrected.break.fa
T2D-103,T2D-66A,SRS295015,SAMN00792104,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-66A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-66A.scaftig.more500.corrected.break.fa
T2D-104,T2D-68A,SRS295016,SAMN00792105,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-68A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-68A.scaftig.more500.corrected.break.fa
T2D-105,T2D-70A,SRS295018,SAMN00792107,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-70A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-70A.scaftig.more500.corrected.break.fa
T2D-106,T2D-76A,SRS295020,SAMN00792109,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-76A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-76A.scaftig.more500.corrected.break.fa
T2D-107,T2D-81A,SRS295023,SAMN00792112,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-81A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-81A.scaftig.more500.corrected.break.fa
T2D-108,T2D-9A,SRS295029,SAMN00792118,SRP011011,"Qin, J. et al. A metagenome-wide association study of gut microbiota in type 2 diabetes. Nature (2012). doi:10.1038/nature11450",408170,human gut metagenome,T2D-9A.scaftig.more500.corrected.break.fa.more500.more100.fa,T2D-9A.scaftig.more500.corrected.break.fa
158256496-stool1,158256496-stool1,SRS021948,SAMN00043166,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,158256496-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,158256496-stool1.assembly.revised.hg19.fastx.K49.scaftig
158337416-stool1,158337416-stool1,SRS012273,SAMN00033491,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,158337416-stool1.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,158337416-stool1.assembly.revised.hg19.fastx.K47.scaftig
158337416-stool2,158337416-stool2,SRS022071,SAMN00043289,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,158337416-stool2.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,158337416-stool2.assembly.revised.hg19.fastx.K49.scaftig
158458797-stool1,158458797-stool1,SRS011061,SAMN00032498,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,158458797-stool1.gene.prediction.assembly.revised.hg19.fastx.K45.fna.more100,158458797-stool1.assembly.revised.hg19.fastx.K45.scaftig
158479027-stool1,158479027-stool1,SRS021484,SAMN00042702,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,158479027-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,158479027-stool1.assembly.revised.hg19.fastx.K49.scaftig
158499257-stool1,158499257-stool1,SRS011134,SAMN00032571,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,158499257-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,158499257-stool1.assembly.revised.hg19.fastx.K49.scaftig
158499257-stool2,158499257-stool2,SRS022609,SAMN00043827,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,158499257-stool2.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,158499257-stool2.assembly.revised.hg19.fastx.K47.scaftig
158742018-stool1,158742018-stool1,SRS011239,SAMN00032676,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,158742018-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,158742018-stool1.assembly.revised.hg19.fastx.K49.scaftig
158802708-stool1,158802708-stool1,SRS011271,SAMN00032708,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,158802708-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,158802708-stool1.assembly.revised.hg19.fastx.K49.scaftig
158802708-stool2,158802708-stool2,SRS023526,SAMN00044744,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,158802708-stool2.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,158802708-stool2.assembly.revised.hg19.fastx.K49.scaftig
158883629-stool1,158883629-stool1,SRS012902,SAMN00034120,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,158883629-stool1.gene.prediction.assembly.revised.hg19.fastx.K51.fna.more100,158883629-stool1.assembly.revised.hg19.fastx.K51.scaftig
158924089-stool1,158924089-stool1,SRS023176,SAMN00044394,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,158924089-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,158924089-stool1.assembly.revised.hg19.fastx.K49.scaftig
158944319-stool1,158944319-stool1,SRS011302,SAMN00032739,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,158944319-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,158944319-stool1.assembly.revised.hg19.fastx.K49.scaftig
158944319-stool2,158944319-stool2,SRS024265,SAMN00045483,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,158944319-stool2.gene.prediction.assembly.revised.hg19.fastx.K45.fna.more100,158944319-stool2.assembly.revised.hg19.fastx.K45.scaftig
159005010-stool1,159005010-stool1,SRS023583,SAMN00044801,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159005010-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,159005010-stool1.assembly.revised.hg19.fastx.K49.scaftig
159146620-stool1,159146620-stool1,SRS011452,SAMN00032889,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159146620-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,159146620-stool1.assembly.revised.hg19.fastx.K49.scaftig
159166850-stool1,159166850-stool1,SRS011529,SAMN00032966,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159166850-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,159166850-stool1.assembly.revised.hg19.fastx.K49.scaftig
159207311-stool1,159207311-stool1,SRS013476,SAMN00034694,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159207311-stool1.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,159207311-stool1.assembly.revised.hg19.fastx.K47.scaftig
159207311-stool2,159207311-stool2,SRS024132,SAMN00045350,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159207311-stool2.gene.prediction.assembly.revised.hg19.fastx.K47.fna.more100,159207311-stool2.assembly.revised.hg19.fastx.K47.scaftig
159227541-stool1,159227541-stool1,SRS013521,SAMN00034739,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159227541-stool1.gene.prediction.assembly.revised.hg19.fastx.K45.fna.more100,159227541-stool1.assembly.revised.hg19.fastx.K45.scaftig
159227541-stool2,159227541-stool2,SRS049995,SAMN00070004,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159227541-stool2.gene.prediction.assembly.revised.hg19.fastx.K45.fna.more100,159227541-stool2.assembly.revised.hg19.fastx.K45.scaftig
159227541-stool3,159227541-stool3,SRS078176,SAMN00088343,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159227541-stool3.gene.prediction.assembly.revised.hg19.fastx.K45.fna.more100,159227541-stool3.assembly.revised.hg19.fastx.K45.scaftig
159247771-stool1,159247771-stool1,SRS011405,SAMN00032842,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159247771-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,159247771-stool1.assembly.revised.hg19.fastx.K49.scaftig
159247771-stool2,159247771-stool2,SRS024009,SAMN00045227,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159247771-stool2.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,159247771-stool2.assembly.revised.hg19.fastx.K49.scaftig
159268001-stool1,159268001-stool1,SRS013687,SAMN00034905,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159268001-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,159268001-stool1.assembly.revised.hg19.fastx.K49.scaftig
159268001-stool2,159268001-stool2,SRS023914,SAMN00045132,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159268001-stool2.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,159268001-stool2.assembly.revised.hg19.fastx.K49.scaftig
159369152-stool1,159369152-stool1,SRS013158,SAMN00034376,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159369152-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,159369152-stool1.assembly.revised.hg19.fastx.K49.scaftig
159369152-stool2,159369152-stool2,SRS023971,SAMN00045189,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159369152-stool2.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,159369152-stool2.assembly.revised.hg19.fastx.K49.scaftig
159490532-stool1,159490532-stool1,SRS016989,SAMN00038207,SRP002163,"The Human Microbiome Project Consortium. A framework for human microbiome research. Nature 486, 215–221 (2012).",408170,human gut metagenome,159490532-stool1.gene.prediction.assembly.revised.hg19.fastx.K49.fna.more100,159490532-stool1.assembly.revised.hg19.fastx.K49.scaftig
